t,raw_score,score,rec_err,lat_err,edge_err,err_phys,err_cyber,err_event,top_nodes,y_true,switching,physical_block_context,switch_event,attack_type,affected_nodes,rec_z,phys_z,cyber_z,edge_z,lat_z,threshold,raw_alert,high_score,strong_cyber,strong_physical,cyber_confirmed,physical_confirmed_raw,physical_confirmed_persistent,confirmed_alert_before_persistence,physical_confirmed,alert,threshold_method,context_aware_alerting,cyber_confirm_z,phys_confirm_z,phys_min_rec_z,phys_persistence_k,physical_confirmation_enabled,persistence_k
345,1.1932897567749023,1.4167208738027348,1.1932897567749023,2.839785099029541,6125.20166015625,1.60239577293396,0.7653094530105591,0.003719308413565159,"[30, 19, 29, 11, 37, 34]",0,1,0,0,none,[],4.126583233229334,5.318222592122233,0.0,0.10216502423401563,10.0,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
346,9.74502182006836,18.266908126875506,9.74502182006836,2.691153049468994,6532.1953125,2.1165521144866943,33.686119079589844,0.005176885519176722,"[37, 24, 32, 21, 30, 33]",1,1,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,8.446054179170037,20.0,5.419818171143558,10.0,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
347,8.985776901245117,18.725959352086438,8.985776901245117,2.5109360218048096,6434.40185546875,2.619614362716675,29.391708374023438,0.004730639513581991,"[37, 21, 24, 33, 32, 30]",1,1,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,11.506395680576244,20.0,4.142079116652932,9.964178408559901,2.121669205699315,1,1,1,1,1,1,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
348,9.550392150878906,18.30529032106115,9.550392150878906,2.367476463317871,6453.279296875,2.158614158630371,32.80236053466797,0.005339652765542269,"[24, 32, 30, 33, 21, 37]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,8.701935473741015,20.0,4.388725925814371,9.322437768022436,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
349,9.538971900939941,18.311780577986042,9.538971900939941,2.2899537086486816,6464.18017578125,2.165726661682129,32.73898696899414,0.0051661087200045586,"[37, 32, 30, 24, 33, 21]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,8.74520385324029,20.0,4.531153437118505,8.975653609738803,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
350,8.779801368713379,18.041714900005957,8.779801368713379,2.258180618286133,6538.71728515625,1.869768738746643,30.44253921508789,0.004486404825001955,"[37, 30, 32, 21, 24, 33]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,6.944766000039702,20.0,5.505032248119563,8.833522380727853,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
351,9.964924812316895,18.27519129769548,9.964924812316895,2.2161011695861816,6407.5068359375,2.125629425048828,34.54322814941406,0.004797705914825201,"[33, 30, 24, 32, 37, 21]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,8.501275317969846,20.0,3.7906771121672436,8.645287503616972,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
352,9.51114273071289,18.30978272234977,9.51114273071289,2.2288548946380615,6430.3203125,2.1635372638702393,32.63291931152344,0.005618821829557419,"[32, 33, 24, 30, 21, 37]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,8.73188481566514,20.0,4.088750938960155,8.702339008377997,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
353,9.485464096069336,17.937985443451442,9.485464096069336,2.096287250518799,6534.2763671875,1.7560943365097046,33.54933547973633,0.0045648254454135895,"[24, 37, 30, 33, 32, 21]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,6.25323628967629,20.0,5.447008587859267,8.109321395965758,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
354,9.478574752807617,18.529778108869326,9.478574752807617,2.1302402019500732,6462.2353515625,2.4046244621276855,31.90042495727539,0.004627667833119631,"[33, 32, 24, 30, 21, 37]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,10.198520725795513,20.0,4.505742965560862,8.261203843043184,2.121669205699315,1,1,1,1,1,1,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
355,9.276212692260742,17.725063810406542,9.276212692260742,2.054739475250244,6666.72265625,1.5227590799331665,33.29598617553711,0.003922597039490938,"[37, 24, 30, 33, 32, 21]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,4.8337587360436185,20.0,7.17751082486918,7.923464864724749,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
356,9.213993072509766,17.84080803092851,9.213993072509766,2.0644147396087646,6405.984375,1.6496001482009888,32.72991943359375,0.004110677167773247,"[24, 37, 33, 32, 30, 21]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,5.605386872856728,20.0,3.770785108572785,7.966745426942369,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
357,9.195960998535156,18.08220155434293,9.195960998535156,2.11393141746521,6447.115234375,1.9141370058059692,31.996021270751953,0.004956578370183706,"[21, 24, 32, 33, 37, 30]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,7.214677028952878,20.0,4.308188192210635,8.188249416638362,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
358,9.766316413879395,18.321982630077052,9.766316413879395,2.2174038887023926,6562.88330078125,2.1769068241119385,33.62067413330078,0.004654598422348499,"[37, 24, 33, 21, 32, 30]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,8.813217533847002,20.0,5.820777931858161,8.651114984259566,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
359,9.27360725402832,17.774948196646427,9.27360725402832,2.2535548210144043,6574.18017578125,1.5774260759353638,33.14867401123047,0.004383491352200508,"[37, 33, 30, 24, 21, 32]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,5.166321310976191,20.0,5.968379405611014,8.812829705137151,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
360,9.033041000366211,18.15776653313971,9.033041000366211,2.3418779373168945,6473.81591796875,1.9969466924667358,31.137557983398438,0.004485431592911482,"[24, 32, 37, 21, 33, 30]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,7.718443554264735,20.0,4.657051063460084,9.207927346786354,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
361,8.736115455627441,17.852504504272435,8.736115455627441,2.4185242652893066,6501.3427734375,1.662418007850647,30.786771774291992,0.003282447811216116,"[24, 33, 37, 21, 32, 30]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,5.683363361816234,20.0,5.016708440829426,9.550790967214537,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
362,8.734569549560547,17.692983139642088,8.734569549560547,2.346710205078125,6514.111328125,1.487602710723877,31.217248916625977,0.004048643633723259,"[37, 24, 21, 33, 30, 32]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,4.619887597613923,20.0,5.183538426074805,9.229543631131902,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
363,9.793856620788574,17.956279648476258,9.793856620788574,2.319073438644409,6491.712890625,1.7761424779891968,34.73289489746094,0.0043448773212730885,"[24, 32, 30, 33, 37, 21]",1,0,0,0,fdi_cyber_physical,"[37, 24, 33, 32, 21, 30]",20.0,6.375197656508382,20.0,4.890887371268838,9.105915506379436,2.121669205699315,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
364,0.6947600841522217,0.24509160367792243,0.6947600841522217,2.127983570098877,6168.27685546875,0.7349870800971985,0.9403446316719055,0.002456225221976638,"[19, 34, 37, 30, 29, 11]",0,0,0,0,none,[],0.12313700978931988,0.041406789090071755,0.3148714769228767,0.6649721996977593,8.251109204631371,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
365,0.6329131722450256,0.3756770616437218,0.6329131722450256,1.8908753395080566,6257.9560546875,0.6243255138397217,0.9697204232215881,0.002236804459244013,"[19, 30, 34, 28, 29, 11]",0,0,0,0,none,[],0.0,0.0,0.5366815166338883,1.836692871977765,7.1904480024019515,2.1039673658968208,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
366,0.7453422546386719,0.18187921958727937,0.7453422546386719,1.7376445531845093,6256.17236328125,0.8404842019081116,0.878867506980896,0.0025820760056376457,"[29, 36, 19, 14, 34, 30]",0,0,0,0,none,[],0.5293375040187682,0.6831906265630943,0.0,1.8133877118974067,6.504997524215196,2.086224865177694,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
367,0.5737168788909912,0.0,0.5737168788909912,1.5577454566955566,6236.14111328125,0.595858097076416,0.804233729839325,0.0019773899111896753,"[11, 19, 24, 34, 35, 29]",0,0,0,0,none,[],0.0,0.0,0.0,1.5516655966122652,5.700251136936701,2.0695642325838373,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
368,0.6128612756729126,0.0,0.6128612756729126,1.3654699325561523,6240.23974609375,0.6677024960517883,0.7813922166824341,0.0015932376263663173,"[29, 38, 19, 36, 30, 11]",0,0,0,0,none,[],0.0,0.0,0.0,1.6052170649162696,4.840141017246541,2.057583496300961,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
369,0.6773969531059265,0.04832192302352977,0.6773969531059265,1.2662227153778076,6247.89306640625,0.7811353206634521,0.7558859586715698,0.0017269834643229842,"[29, 19, 23, 30, 31, 11]",0,0,0,0,none,[],0.0,0.3221461534901985,0.0,1.7052129803555078,4.396176366892548,2.045299053434483,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
370,0.618626594543457,0.0,0.618626594543457,1.1346337795257568,6273.1953125,0.689029335975647,0.7511808276176453,0.0015044170431792736,"[19, 11, 30, 34, 1, 37]",0,1,1,0,none,[],0.0,0.0,0.0,2.035804299874832,3.807536830621934,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
371,0.6340758800506592,0.0,0.6340758800506592,1.0365488529205322,6258.67919921875,0.7197614908218384,0.7355584502220154,0.0026829801499843597,"[19, 30, 11, 24, 36, 29]",0,1,1,0,none,[],0.0,0.0,0.0,1.8461412546985454,3.3687714789745007,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
372,5013.18701171875,4.32087770934864,5013.18701171875,1.598114252090454,37996.0625,1.0325847864151,1.0959945917129517,40098.140625,"[19, 30, 37, 31, 34, 11]",0,1,1,1,none,[],20.0,1.8518201416571485,1.4901495544286667,20.0,5.880833712874337,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
373,5013.154296875,3.7020200085135855,5013.154296875,3.8843278884887695,38000.01171875,1.0147587060928345,0.9819871783256531,40098.1953125,"[19, 30, 37, 34, 31, 11]",0,1,1,1,none,[],20.0,1.743376517414667,0.6293050441448362,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
374,5013.18212890625,3.638269049050977,5013.18212890625,7.952152729034424,37990.90625,1.0869818925857544,0.9574569463729858,40098.1015625,"[19, 30, 31, 37, 18, 34]",0,1,1,1,none,[],20.0,2.1827408620176785,0.4440827424976069,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
375,5013.24609375,5.531718075868106,5013.24609375,13.802946090698242,38007.89453125,1.0266836881637573,1.3260986804962158,40098.1796875,"[19, 30, 37, 32, 34, 18]",0,1,1,1,none,[],20.0,1.8159212525117165,3.227614125701927,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
376,5013.15087890625,3.8916881761579227,5013.15087890625,21.38994598388672,37965.765625,1.0043377876281738,1.0196706056594849,40098.14453125,"[19, 30, 37, 34, 29, 18]",0,1,1,1,none,[],20.0,1.6799816405929986,0.9138441858128182,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
377,5013.11767578125,4.0542085726439145,5013.11767578125,30.751062393188477,38025.0390625,0.9320932030677795,1.0628912448883057,40098.16015625,"[19, 30, 37, 34, 29, 31]",0,1,1,1,none,[],20.0,1.2404871224494916,1.2401935775378432,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
378,5013.09912109375,3.2523969042402983,5013.09912109375,41.877723693847656,37996.01171875,1.0047757625579834,0.770968496799469,40098.2265625,"[19, 30, 37, 34, 18, 31]",0,1,1,1,none,[],20.0,1.6826460282686544,0.0,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
379,5013.17236328125,4.590577502999233,5013.17236328125,54.77912902832031,38004.125,0.9858559370040894,1.155087947845459,40098.140625,"[19, 30, 11, 37, 34, 32]",0,1,1,1,none,[],20.0,1.5675486868448603,1.9363502856750054,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
380,5013.166015625,4.057463227186153,5013.166015625,69.29147338867188,37985.5234375,1.0119264125823975,1.0497243404388428,40098.16796875,"[19, 30, 37, 34, 11, 31]",0,1,1,1,none,[],20.0,1.7261464720183937,1.140773223404849,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
381,5013.18505859375,5.23298702403165,5013.18505859375,85.5503158569336,38001.44140625,0.9592674970626831,1.2812191247940063,40098.12109375,"[19, 30, 37, 11, 34, 29]",0,1,1,1,none,[],20.0,1.405799904270476,2.8887386262729695,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
382,5013.103515625,3.239854556703426,5013.103515625,103.51438903808594,38006.98828125,0.9910309314727783,0.8747140765190125,40098.12109375,"[19, 30, 11, 37, 34, 33]",0,1,1,1,none,[],20.0,1.5990303780228399,0.0,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
383,5013.2021484375,4.633408990206151,5013.2021484375,123.15997314453125,38028.67578125,1.0139806270599365,1.1583359241485596,40098.2265625,"[19, 30, 31, 36, 37, 34]",0,1,1,1,none,[],20.0,1.7386431319059554,1.9608750291717965,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
384,5013.06494140625,3.2085619978895754,5013.06494140625,144.5893096923828,38083.18359375,0.9567382335662842,0.7964324951171875,40098.140625,"[19, 30, 37, 34, 29, 31]",0,1,1,1,none,[],20.0,1.3904133192638375,0.0,20.0,10.0,2.0312374451768687,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
385,0.6581659913063049,0.8252543782252414,0.6581659913063049,144.59332275390625,6353.9921875,0.630858302116394,1.0547783374786377,0.0014800523640587926,"[19, 6, 34, 30, 37, 11]",0,1,1,0,none,[],0.0,0.0,1.1789348260360593,3.0914712719024973,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
386,0.6532700061798096,0.0,0.6532700061798096,144.6053466796875,6326.30078125,0.7111570835113525,0.8344851136207581,0.0014040699461475015,"[0, 30, 32, 19, 11, 28]",0,1,1,0,none,[],0.0,0.0,0.0,2.7296639249336265,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
387,0.6215429902076721,0.5400856907302882,0.6215429902076721,144.64065551757812,6306.88623046875,0.5937902927398682,1.0008257627487183,0.0017413952155038714,"[37, 19, 30, 38, 34, 9]",0,1,1,0,none,[],0.0,0.0,0.7715509867575547,2.4759994108479084,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
388,0.6332774758338928,0.5339281762666725,0.6332774758338928,123.25708770751953,6355.5595703125,0.613099992275238,0.9996607899665833,0.0013985217083245516,"[19, 29, 28, 16, 8, 30]",0,1,1,0,none,[],0.0,0.0,0.762754537523818,3.111950210817896,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
389,0.6286117434501648,0.12409384290846241,0.6286117434501648,103.5796127319336,6388.5107421875,0.6366086602210999,0.922122061252594,0.001606436911970377,"[11, 19, 7, 34, 24, 36]",0,1,1,0,none,[],0.0,0.0,0.1772769184406606,3.542480028190714,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
390,0.5933490991592407,0.0,0.5933490991592407,85.61778259277344,6305.66943359375,0.6242313385009766,0.8120058178901672,0.0016243236605077982,"[19, 31, 11, 34, 29, 38]",0,1,1,0,none,[],0.0,0.0,0.0,2.46010111932854,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
391,0.5497356057167053,0.048618058176213806,0.5497356057167053,69.38554382324219,6219.80859375,0.5160327553749084,0.9078423976898193,0.0020359603222459555,"[38, 19, 7, 11, 16, 28]",0,1,1,0,none,[],0.0,0.0,0.06945436882316258,1.3382699493284143,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
392,0.5496690273284912,0.0,0.5496690273284912,54.86846923828125,6298.083984375,0.5696904063224792,0.773526132106781,0.0018477567937225103,"[32, 19, 30, 34, 28, 29]",0,1,1,0,none,[],0.0,0.0,0.0,2.3609919866024605,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
393,0.6283000111579895,0.0,0.6283000111579895,42.084991455078125,6373.28662109375,0.6893776059150696,0.7891426682472229,0.001226775930263102,"[19, 8, 11, 31, 29, 37]",0,1,1,0,none,[],0.0,0.0,0.0,3.343566371977877,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
394,0.6058334112167358,0.7367783461488587,0.6058334112167358,31.010150909423828,6283.052734375,0.5537294745445251,1.0380390882492065,0.0019418543670326471,"[27, 19, 34, 31, 17, 28]",0,1,1,0,none,[],0.0,0.0,1.0525404944983696,2.1645983244306146,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
395,0.6158826351165771,0.0,0.6158826351165771,21.656925201416016,6333.98193359375,0.6266681551933289,0.8959507346153259,0.0018190934788435698,"[29, 34, 0, 19, 28, 38]",0,1,1,0,none,[],0.0,0.0,0.0,2.830023485082578,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
396,0.6101176738739014,0.0,0.6101176738739014,14.042226791381836,6343.6357421875,0.7037971019744873,0.6801924705505371,0.001570375170558691,"[19, 37, 34, 31, 28, 11]",0,1,1,0,none,[],0.0,0.0,0.0,2.9561571614988837,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
397,0.5727200508117676,0.28733775820776936,0.5727200508117676,8.151008605957031,6309.916015625,0.5348482131958008,0.9530070424079895,0.001505281194113195,"[19, 30, 11, 34, 4, 6]",0,1,1,0,none,[],0.0,0.0,0.4104825117253848,2.515585646352596,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
398,0.548209547996521,0.0,0.548209547996521,3.965203285217285,6298.05615234375,0.5266647338867188,0.8751955628395081,0.001961763948202133,"[30, 19, 11, 29, 8, 12]",0,1,1,0,none,[],0.0,0.0,0.0,2.360628341892748,10.0,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
399,0.5418907403945923,0.0,0.5418907403945923,1.5057287216186523,6301.4462890625,0.5228837132453918,0.8594347834587097,0.001837919233366847,"[19, 38, 33, 37, 36, 23]",0,1,1,0,none,[],0.0,0.0,0.0,2.404922819428452,5.4675635890382495,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
400,0.6102177500724792,0.28499068822803353,0.6102177500724792,0.7736799120903015,6367.16455078125,0.5950894355773926,0.9525629878044128,0.0011686551151797175,"[26, 29, 13, 19, 30, 32]",0,1,1,0,none,[],0.0,0.0,0.4071295546114765,3.2635772953045854,2.192874353366406,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
401,0.6136695742607117,0.27516040304981915,0.6136695742607117,0.780982494354248,6260.3603515625,0.6012455224990845,0.9507031440734863,0.0017229535151273012,"[30, 15, 19, 11, 9, 23]",0,1,0,0,none,[],0.0,0.0,0.39308629007117024,1.8681066711115413,2.2255411471936664,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
402,0.6083058714866638,0.08586968174854988,0.6083058714866638,0.7518573999404907,6307.71728515625,0.6069483757019043,0.9148902297019958,0.0019243814749643207,"[8, 37, 19, 30, 34, 4]",0,1,0,0,none,[],0.0,0.0,0.12267097392649984,2.486857714285294,2.095255253789774,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
403,0.6149473190307617,0.08907272342425111,0.6149473190307617,0.7555867433547974,6332.0849609375,0.6173628568649292,0.9154962301254272,0.00177207519300282,"[29, 19, 16, 30, 37, 11]",0,1,0,0,none,[],0.0,0.0,0.12724674774893016,2.805238227236371,2.111937803608852,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
404,0.49834319949150085,0.0,0.49834319949150085,0.7321581840515137,6246.57373046875,0.5171205401420593,0.6997672915458679,0.001608360675163567,"[29, 19, 11, 30, 34, 38]",0,1,0,0,none,[],0.0,0.0,0.0,1.6879749451687769,2.0071343397425654,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
405,0.6162952780723572,0.9825420915061744,0.6162952780723572,0.7078772783279419,6264.88720703125,0.5518837571144104,1.0845364332199097,0.0018705356633290648,"[19, 17, 11, 30, 36, 2]",0,1,0,0,none,[],0.0,0.0,1.403631559294535,1.9272531641597217,1.898518056824802,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
406,6.532406806945801,17.0,6.532406806945801,0.7135747671127319,6392.55126953125,0.5058813095092773,24.863447189331055,0.0029535237699747086,"[32, 24, 21, 30, 37, 33]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,3.5952723084165465,1.9240047524536545,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
407,6.400478363037109,17.0,6.400478363037109,0.7513253688812256,6367.9912109375,0.5931477546691895,24.11757469177246,0.0029342586640268564,"[24, 32, 33, 37, 30, 21]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,3.274378181156227,2.092875308135684,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
408,6.388606071472168,17.0,6.388606071472168,0.751977264881134,6423.13037109375,0.45707958936691284,24.410078048706055,0.0032939354423433542,"[33, 32, 24, 37, 30, 21]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,3.994809388951045,2.0957914481333066,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
409,6.691339015960693,17.0,6.691339015960693,0.7558577060699463,6484.744140625,0.5957821011543274,25.274253845214844,0.0032905209809541702,"[37, 21, 24, 33, 30, 32]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.799835839742181,2.113149906784238,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
410,6.643389701843262,17.02768753133297,6.643389701843262,0.8175146579742432,6415.50390625,0.758522629737854,24.675395965576172,0.003707773517817259,"[33, 37, 24, 30, 32, 21]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.18458354221978807,20.0,3.895164358758021,2.3889612380470036,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
411,7.229440689086914,17.0,7.229440689086914,0.8631160855293274,6491.25537109375,0.7135649919509888,27.131771087646484,0.004159186501055956,"[24, 21, 37, 32, 30, 33]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.884909562619701,2.592951056761572,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
412,7.082571506500244,17.064962779043896,7.082571506500244,0.9062309265136719,6573.87451171875,0.799371600151062,26.329648971557617,0.004415971226990223,"[32, 33, 24, 30, 37, 21]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.4330851936259658,20.0,5.964385693535924,2.785817575812537,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
